batch_id,machine_id,shift,operator_experience_years,melt_temperature_c,mold_temperature_c,injection_pressure_bar,injection_speed_mm_s,screw_speed_rpm,back_pressure_bar,hold_pressure_bar,hold_time_s,cooling_time_s,cycle_time_s,material_moisture_pct,ambient_humidity_pct,part_weight_g,defect,defect_type
B101912,M5,Day,6.6,236.64,48.74,113.05,74.11,135.5,18.85,79.06,7.28,4.0,17.7,0.005,45.78,50.135,0,none
B101913,M3,Night,2.6,244.32,78.31,134.85,89.37,79.7,17.45,66.56,5.67,18.71,30.45,0.1585,51.23,50.505,1,burn_mark
B101914,M1,Day,17.2,230.1,33.98,125.3,72.53,117.4,10.67,73.64,3.33,13.83,23.51,0.0145,48.97,49.883,0,none
B101915,M1,Night,2.7,221.65,61.37,139.87,45.04,123.1,10.64,59.82,3.68,14.51,25.78,0.0212,53.54,50.942,0,none
B101916,M3,Evening,6.7,239.93,48.04,121.21,41.41,85.9,17.15,69.72,3.03,14.83,23.64,0.1859,60.21,50.035,0,none
B101917,M4,Evening,8.4,232.94,73.82,122.08,55.54,85.5,19.69,85.79,7.3,14.32,28.42,0.0054,54.69,49.828,0,none
B101918,M3,Night,8.1,222.92,57.53,115.72,70.64,110.9,9.88,68.22,7.64,29.64,43.79,0.0252,51.85,49.829,0,none
B101919,M5,Evening,6.2,240.01,47.06,123.94,66.67,120.2,19.18,63.36,7.13,24.31,37.54,0.0774,43.46,49.79,0,none
B101920,M2,Day,6.3,249.31,52.34,145.47,93.11,120.3,6.32,59.63,5.29,19.5,31.54,0.0083,53.25,49.986,1,burn_mark
B101921,M2,Day,6.1,218.7,47.86,112.46,66.53,106.1,15.56,69.77,3.36,17.21,25.8,0.0154,33.04,49.767,1,burn_mark
B101922,M2,Day,2.5,245.22,51.94,129.72,55.09,105.1,13.58,86.91,3.92,21.64,30.59,0.0297,42.02,50.192,0,none
B101923,M2,Night,15.6,209.63,51.71,106.79,43.0,110.1,13.18,53.64,4.02,17.22,27.67,0.0208,56.06,49.225,0,none
B101924,M1,Evening,6.1,231.0,47.49,89.0,77.71,127.5,14.13,69.4,5.43,20.08,29.87,0.0603,58.85,48.665,0,none
B101925,M1,Day,9.4,253.41,57.7,123.11,59.91,151.1,10.59,49.43,7.58,18.79,32.88,0.0159,49.79,50.519,0,none
B101926,M2,Day,5.7,231.72,58.91,125.56,37.41,64.5,15.78,65.07,7.58,16.64,29.09,0.0755,52.01,50.405,0,none
B101927,M4,Evening,5.6,235.9,45.04,118.35,60.33,135.6,14.24,73.15,4.77,20.7,32.99,0.1414,53.7,50.4,0,none
B101928,M1,Evening,5.2,242.63,38.42,97.56,45.06,117.2,17.74,51.04,2.15,13.9,21.65,0.0743,56.81,48.832,1,short_shot
B101929,M2,Day,0.8,217.84,58.11,124.56,53.62,133.1,20.36,64.66,3.75,16.29,27.5,0.2558,47.99,49.244,1,burn_mark
B101930,M3,Night,6.4,235.72,60.32,123.99,60.09,149.6,14.51,73.49,7.28,11.1,24.17,0.0069,40.17,50.073,0,none
B101931,M3,Evening,5.4,235.64,62.3,106.67,46.42,101.1,10.73,71.57,5.85,11.68,23.27,0.0337,53.87,49.991,0,none
B101932,M4,Night,11.7,253.62,60.51,99.7,52.69,143.6,9.45,74.07,4.97,4.0,15.83,0.0913,69.58,49.85,0,none
B101933,M4,Day,2.2,222.64,70.73,116.21,48.84,88.6,20.79,58.3,4.86,18.28,29.44,0.0133,40.78,49.982,1,burn_mark
B101934,M4,Evening,4.7,231.18,64.97,129.79,49.24,123.2,20.28,73.48,4.37,19.66,29.96,0.0117,48.73,50.605,0,none
B101935,M1,Day,3.4,225.72,81.8,126.25,44.88,113.9,17.55,62.8,3.69,21.43,30.72,0.005,46.14,49.688,0,none
B101936,M2,Day,12.8,224.66,85.0,106.79,52.76,121.2,14.24,78.57,8.61,10.49,24.7,0.0312,74.13,49.855,1,burn_mark
B101937,M3,Evening,3.5,246.27,37.42,122.05,46.58,95.3,17.26,42.27,8.08,18.2,34.63,0.0856,40.39,49.871,1,burn_mark
B101938,M1,Evening,9.2,235.27,33.03,133.31,68.8,130.9,19.22,66.52,4.27,16.0,24.59,0.0091,48.4,50.69,0,none
B101939,M1,Day,10.9,229.44,54.93,102.41,63.01,159.7,11.53,71.19,2.87,19.69,27.35,0.0507,46.35,49.058,1,short_shot
B101940,M1,Night,6.4,229.82,60.04,120.95,77.92,95.7,14.12,86.19,5.75,12.74,25.67,0.1514,37.46,49.863,0,none
B101941,M2,Day,1.5,229.37,54.24,140.09,88.3,124.7,9.58,71.04,5.28,14.32,26.7,0.0778,36.91,50.395,0,none
B101942,M2,Evening,1.5,230.26,62.04,100.88,70.16,141.4,13.48,72.26,6.44,8.23,19.75,0.1675,55.68,49.794,1,burn_mark
B101943,M1,Night,10.4,222.36,52.3,137.33,66.74,112.6,20.18,74.51,6.78,12.42,23.44,0.005,57.09,50.283,1,burn_mark
B101944,M4,Evening,2.0,232.41,48.06,144.29,71.11,154.0,18.31,85.04,3.74,16.02,27.03,0.1449,44.4,51.088,0,none
B101945,M5,Night,8.6,231.41,49.57,116.67,67.0,109.3,14.54,65.42,7.42,16.87,29.24,0.0443,64.09,49.697,0,none
B101946,M1,Evening,7.5,227.42,53.0,114.85,60.75,117.1,3.23,53.16,4.97,7.57,18.05,0.0174,27.49,49.373,1,warpage
B101947,M5,Night,8.5,236.55,63.44,135.5,59.56,95.2,11.38,50.87,6.41,13.44,25.95,0.0097,37.42,50.513,0,none
B101948,M1,Evening,8.9,237.4,50.13,117.21,44.67,123.2,14.41,77.97,5.11,16.8,26.84,0.0148,41.75,50.303,0,none
B101949,M5,Evening,3.3,229.43,52.11,84.7,72.58,120.1,13.14,72.68,6.88,23.04,36.85,0.0138,49.91,48.63,1,short_shot
B101950,M5,Day,3.1,233.56,60.7,118.52,59.53,135.9,14.13,66.92,1.96,11.77,19.75,0.0055,45.49,49.702,0,none
B101951,M1,Evening,9.9,256.59,53.01,127.06,81.74,104.1,14.97,62.97,6.61,18.45,30.18,0.0501,47.99,50.07,0,none
B101952,M4,Day,4.5,256.2,66.17,131.1,73.73,103.0,11.87,72.17,4.25,13.19,22.65,0.2475,54.85,50.315,1,burn_mark
B101953,M5,Night,0.0,224.46,45.8,106.79,50.61,131.6,13.97,72.52,5.61,13.77,26.68,0.0288,64.57,49.507,0,none
B101954,M5,Day,9.6,225.86,43.64,115.95,78.7,154.9,13.4,75.76,7.37,11.61,24.7,0.0371,58.02,49.69,0,none
B101955,M5,Day,2.9,224.41,58.05,134.65,21.59,135.7,11.19,56.7,4.3,10.78,21.69,0.0103,50.56,50.499,1,burn_mark
B101956,M3,Night,8.9,245.57,59.04,119.1,88.95,166.2,21.39,48.83,4.06,13.63,23.68,0.0479,49.2,49.074,0,none
B101957,M1,Day,12.6,231.01,46.35,97.07,39.92,133.9,12.09,59.04,4.94,21.24,30.43,0.0183,61.01,49.087,1,short_shot
B101958,M4,Day,7.1,237.4,68.44,138.56,67.43,133.0,4.98,53.79,4.85,12.23,23.82,0.0413,68.84,50.064,0,none
B101959,M3,Evening,11.0,254.97,74.25,116.79,66.41,137.0,21.13,53.16,3.92,11.45,22.44,0.0183,56.38,49.535,0,none
B101960,M3,Day,7.6,234.9,48.72,136.37,76.86,157.2,10.61,88.84,5.66,17.05,30.55,0.0797,45.1,50.495,0,none
B101961,M2,Day,13.3,242.06,69.87,99.07,55.07,150.9,17.6,42.8,5.74,16.03,25.86,0.0136,52.59,49.298,1,burn_mark
B101962,M3,Evening,2.8,240.2,31.18,118.19,27.82,92.9,11.28,75.64,6.19,15.66,24.69,0.005,55.8,50.936,1,short_shot
B101963,M1,Day,7.0,229.12,65.76,127.65,55.09,140.0,16.28,80.88,4.27,17.27,28.18,0.0605,44.45,50.298,1,short_shot
B101964,M4,Day,9.7,245.59,46.42,118.69,56.71,126.6,13.81,81.85,4.08,10.95,20.44,0.0095,58.66,50.141,0,none
B101965,M1,Day,6.2,226.5,64.76,102.25,29.26,115.1,18.0,73.33,5.32,11.51,21.4,0.0515,52.64,49.686,0,none
B101966,M4,Day,11.6,248.4,45.39,84.2,60.68,75.7,13.15,85.84,5.13,20.93,32.17,0.0221,61.65,49.466,0,none
B101967,M4,Day,5.3,229.13,54.32,142.85,43.86,81.5,11.38,91.4,5.16,15.27,25.98,0.0433,40.23,51.429,0,none
B101968,M2,Day,15.3,230.22,46.9,123.72,69.74,110.9,15.03,66.37,4.44,18.98,28.15,0.005,32.59,49.731,0,none
B101969,M3,Evening,15.5,224.12,52.86,137.5,56.31,83.4,12.47,75.37,6.0,22.12,34.03,0.005,46.07,50.316,0,none
B101970,M2,Evening,8.1,225.76,73.3,133.93,89.42,111.4,6.28,85.31,4.09,20.23,30.88,0.0058,50.24,51.149,0,none
B101971,M5,Day,9.2,230.73,53.92,128.95,56.16,137.9,11.59,59.66,5.32,9.15,20.64,0.033,31.99,49.583,1,warpage
B101972,M4,Day,11.8,210.69,76.1,115.18,66.46,105.5,25.48,67.06,5.04,15.42,26.64,0.0294,43.92,49.683,1,burn_mark
B101973,M2,Night,2.3,232.67,51.14,127.35,56.8,122.1,6.71,62.49,5.45,21.2,33.1,0.0116,62.84,50.589,0,none
B101974,M1,Evening,1.8,229.92,69.92,141.49,35.65,93.3,14.96,75.53,7.28,18.61,30.2,0.0656,55.33,50.834,1,short_shot
B101975,M1,Evening,12.0,242.9,38.74,121.25,56.93,127.5,13.03,47.22,3.53,16.92,26.4,0.0138,51.38,49.885,0,none
B101976,M2,Evening,8.1,239.23,52.13,148.53,71.3,132.7,21.35,87.24,1.91,7.8,15.96,0.0106,39.44,50.564,1,short_shot
B101977,M5,Day,6.1,227.92,49.64,97.51,69.03,84.4,9.56,76.41,4.61,12.92,23.15,0.0091,62.5,49.266,0,none
B101978,M4,Night,7.0,230.41,70.38,95.9,55.6,101.2,14.41,77.08,3.77,16.35,25.29,0.2592,45.83,49.8,1,burn_mark
B101979,M1,Night,0.0,232.65,56.85,134.82,38.15,88.3,16.74,41.64,1.5,8.87,15.62,0.0404,50.95,50.103,1,short_shot
B101980,M5,Night,6.2,249.86,34.12,107.72,69.67,132.7,13.28,57.52,8.12,19.97,33.79,0.056,54.07,49.522,1,burn_mark
B101981,M2,Day,4.0,226.78,41.9,150.65,66.29,124.1,10.93,87.89,6.34,15.41,28.67,0.0302,51.71,51.698,1,short_shot
B101982,M5,Day,10.7,227.8,44.87,140.06,72.65,118.8,13.91,67.87,6.5,6.1,20.13,0.066,64.92,50.611,1,warpage
B101983,M1,Day,11.0,223.71,64.34,143.81,55.89,116.8,12.76,49.31,5.07,13.17,25.56,0.0241,55.75,50.42,1,burn_mark
B101984,M3,Day,9.3,220.18,63.05,133.27,34.73,128.1,12.75,72.66,6.13,14.57,25.14,0.0233,53.38,50.198,1,burn_mark
B101985,M5,Day,8.6,238.07,52.0,106.18,68.01,128.6,17.72,78.15,4.87,15.35,25.28,0.0904,49.14,48.859,0,none
B101986,M2,Evening,1.0,237.03,49.51,95.11,59.86,107.6,15.61,76.38,6.72,23.1,36.48,0.0597,54.32,49.543,0,none
B101987,M3,Day,9.4,247.83,62.16,142.43,80.88,104.1,16.21,68.2,5.78,18.89,31.98,0.0232,47.9,50.622,0,none
B101988,M5,Night,9.5,245.41,43.7,97.51,60.43,118.5,15.32,83.63,5.45,9.17,19.65,0.0518,51.89,50.017,1,short_shot
B101989,M1,Day,12.0,258.97,59.58,143.77,59.32,115.3,17.84,61.58,5.56,8.55,20.29,0.104,46.58,50.955,1,burn_mark
B101990,M1,Day,15.5,234.26,58.73,130.04,66.26,171.5,19.22,76.48,7.7,14.67,27.23,0.0592,45.01,50.373,0,none
B101991,M3,Night,0.2,232.39,52.25,118.86,51.05,110.4,12.85,71.62,5.75,16.63,28.66,0.0773,40.84,50.059,0,none
B101992,M2,Evening,5.4,222.0,58.98,126.63,50.32,127.2,17.28,68.4,3.96,20.96,30.27,0.0394,47.29,49.68,0,none
B101993,M1,Day,4.0,241.97,56.02,126.98,58.53,131.6,8.82,65.45,6.0,24.65,36.84,0.005,46.63,49.592,0,none
B101994,M2,Evening,7.7,236.19,59.97,116.96,46.19,155.0,4.99,65.88,6.23,24.92,35.94,0.0778,68.29,49.672,0,none
B101995,M4,Day,7.1,241.51,41.66,141.39,56.56,99.7,21.31,70.39,5.28,13.79,23.44,0.02,59.92,50.395,0,none
B101996,M2,Day,6.1,223.61,61.15,140.87,89.09,153.5,12.67,66.49,5.42,20.67,35.19,0.034,48.66,50.078,0,none
B101997,M2,Evening,11.1,238.52,65.27,122.33,75.64,116.3,15.01,78.8,3.9,18.13,28.1,0.0752,45.77,49.571,0,none
B101998,M4,Day,2.6,237.05,58.21,111.0,64.62,182.5,9.1,63.57,5.65,10.55,24.33,0.0079,56.15,49.419,1,short_shot
B101999,M3,Evening,2.8,236.39,61.01,139.59,83.28,129.1,8.91,88.82,3.68,6.56,17.75,0.0129,69.42,51.427,1,warpage
B102000,M4,Day,2.9,228.17,53.9,89.66,47.63,89.3,11.15,63.03,5.12,16.72,26.21,0.005,57.97,48.946,1,short_shot
B102001,M2,Evening,5.6,246.89,63.91,126.66,97.36,115.1,16.57,81.04,4.5,8.52,19.38,0.0515,32.8,50.242,1,flash
B102002,M5,Night,2.1,255.5,55.65,131.09,53.09,153.4,11.93,81.56,6.97,11.74,23.42,0.0366,58.63,50.946,0,none
B102003,M3,Day,6.8,223.9,43.52,107.57,90.06,122.0,12.66,71.99,7.82,12.58,26.1,0.0222,60.4,49.274,0,none
B102004,M1,Day,6.3,242.2,63.2,134.61,89.99,118.5,11.02,70.92,3.78,17.09,24.99,0.0595,71.99,50.081,1,short_shot
B102005,M5,Evening,3.9,206.22,38.66,119.6,33.7,138.0,18.66,61.25,5.49,22.4,32.32,0.0138,47.52,49.587,0,none
B102006,M2,Night,10.5,241.69,57.83,111.81,82.01,111.4,17.47,63.8,5.03,16.06,26.24,0.1145,51.39,49.321,0,none
B102007,M1,Evening,6.8,216.3,51.16,134.45,55.74,114.7,12.06,72.64,6.2,13.31,24.96,0.0088,54.5,49.726,0,none
B102008,M1,Evening,11.3,229.75,50.52,103.71,51.48,96.4,16.74,69.46,5.64,5.66,17.34,0.022,42.36,49.918,0,none
B102009,M3,Evening,6.2,221.87,56.72,133.04,67.87,163.2,13.02,84.2,4.92,18.29,28.17,0.0232,41.45,50.091,0,none
B102010,M1,Day,6.9,232.84,47.91,90.26,44.88,89.4,12.65,64.54,5.64,16.14,27.93,0.0601,53.99,49.678,1,short_shot
B102011,M2,Evening,4.7,243.39,60.12,124.29,67.53,124.2,13.8,65.27,5.18,13.25,25.57,0.005,34.57,49.817,1,burn_mark
B102012,M1,Day,7.0,216.43,55.57,120.66,45.89,132.0,16.57,50.02,7.88,21.83,35.99,0.0256,36.83,49.007,0,none
B102013,M2,Evening,9.8,231.41,48.83,111.9,62.66,119.7,10.43,77.72,4.31,10.05,20.29,0.0548,58.16,50.509,0,none
B102014,M2,Day,5.4,229.87,68.38,125.84,80.03,88.7,16.01,76.64,5.89,12.58,24.8,0.005,54.98,49.513,1,warpage
B102015,M3,Day,9.1,250.81,57.05,118.81,65.8,95.0,23.99,81.72,6.26,14.77,25.6,0.0298,62.5,49.585,0,none
B102016,M2,Evening,3.7,239.32,61.31,135.82,54.6,133.1,14.73,82.4,6.16,13.19,26.3,0.2153,54.63,50.335,0,none
B102017,M1,Evening,10.0,223.23,69.17,128.4,68.12,100.5,14.14,79.47,5.05,18.75,28.61,0.0322,50.1,50.135,0,none
B102018,M3,Evening,4.7,230.29,69.0,126.79,38.9,68.2,13.66,79.97,7.55,18.32,33.42,0.005,62.89,50.075,0,none
B102019,M2,Evening,10.4,250.56,60.8,124.38,47.42,129.7,15.91,77.32,2.37,21.25,30.39,0.104,45.77,50.44,1,burn_mark
B102020,M3,Night,7.2,242.14,51.97,112.92,53.55,98.2,7.56,79.17,3.86,18.51,28.93,0.2392,46.67,49.431,1,burn_mark
B102021,M1,Night,13.1,225.82,40.7,115.47,71.8,135.8,20.8,47.9,6.5,15.42,28.52,0.0123,49.35,49.547,0,none
B102022,M1,Night,2.4,232.33,57.07,123.72,66.09,115.0,17.92,56.8,4.18,14.3,24.48,0.0682,54.5,49.894,0,none
B102023,M1,Evening,1.1,232.65,65.95,117.4,68.03,113.8,11.42,54.84,4.09,18.28,27.58,0.1355,49.33,49.06,0,none
B102024,M2,Evening,4.5,229.62,58.54,136.67,59.59,121.3,14.13,85.24,4.8,15.05,24.91,0.034,35.15,49.918,0,none
B102025,M2,Evening,1.5,217.9,25.0,121.4,48.18,91.5,11.77,60.6,4.32,16.24,28.31,0.0431,47.33,49.4,0,none
B102026,M4,Evening,1.5,228.22,63.7,125.64,82.32,99.4,15.2,62.53,6.46,18.55,31.11,0.005,49.68,49.922,0,none
B102027,M2,Day,9.5,248.89,64.31,98.96,49.53,113.5,14.25,70.08,6.86,16.69,28.43,0.2589,51.15,50.06,1,burn_mark
B102028,M3,Evening,7.0,231.19,51.99,134.15,66.29,91.4,14.91,55.08,5.63,17.54,29.69,0.0657,45.51,49.923,0,none
B102029,M3,Day,5.1,233.97,64.88,111.28,58.32,137.8,9.89,74.57,7.08,12.05,25.47,0.0442,55.06,49.656,0,none
B102030,M1,Day,5.5,236.41,61.28,104.36,68.44,112.3,12.07,44.44,3.42,22.75,31.84,0.01,33.89,48.754,0,none
B102031,M3,Night,4.6,257.18,48.14,144.69,50.92,83.8,18.58,55.87,5.61,10.47,21.18,0.0808,54.16,50.988,0,none
B102032,M2,Day,13.6,235.09,67.71,130.46,75.79,106.0,11.86,72.39,7.52,18.2,32.45,0.0112,67.93,50.514,0,none
B102033,M2,Evening,4.1,245.94,42.33,134.66,80.67,122.5,3.43,55.1,6.97,13.57,27.48,0.0171,43.93,50.049,0,none
B102034,M1,Evening,1.7,229.02,54.43,126.82,74.87,108.8,13.4,85.59,7.65,21.41,35.39,0.0061,50.58,50.147,1,burn_mark
B102035,M4,Day,10.2,232.41,53.43,118.6,62.36,130.0,23.65,70.56,4.61,20.42,31.11,0.021,47.53,50.18,0,none
B102036,M5,Night,6.1,235.13,46.75,115.81,53.47,134.4,17.4,83.58,6.88,15.99,28.08,0.0076,47.7,50.736,0,none
B102037,M1,Day,15.2,227.26,58.04,131.69,102.33,180.0,11.66,74.29,4.86,23.77,35.11,0.0432,39.72,49.797,0,none
B102038,M3,Night,4.9,232.96,68.1,136.99,45.13,148.8,13.8,69.86,6.39,15.06,26.82,0.0852,69.92,50.655,1,short_shot
B102039,M4,Night,10.4,243.88,67.48,118.98,73.22,79.1,16.72,58.04,7.47,20.41,32.6,0.1387,53.86,49.468,1,burn_mark
B102040,M2,Day,11.3,227.0,62.24,151.09,64.99,111.0,6.97,81.15,4.31,12.37,23.8,0.0481,43.29,51.014,0,none
B102041,M4,Day,4.9,235.0,38.04,117.04,59.06,113.3,10.58,75.3,2.72,18.02,25.71,0.0103,42.15,49.702,0,none
B102042,M3,Day,4.0,242.09,41.64,99.09,62.78,134.4,15.59,95.02,8.27,11.34,23.71,0.0313,50.62,50.449,0,none
B102043,M5,Day,10.0,226.76,56.66,94.18,52.35,96.7,20.38,79.94,6.23,16.1,29.64,0.0317,28.32,49.687,0,none
B102044,M5,Day,9.3,245.95,54.66,94.68,66.41,106.7,12.24,65.23,5.34,15.74,25.34,0.0333,60.53,49.853,1,short_shot
B102045,M1,Night,1.4,235.73,50.02,113.79,64.75,88.9,20.27,73.47,5.26,20.39,31.26,0.1657,44.86,49.651,1,burn_mark
B102046,M2,Day,2.5,233.35,74.05,116.52,100.16,104.9,10.98,75.07,2.36,12.65,19.91,0.0253,53.89,50.295,1,flash
B102047,M3,Night,0.0,214.92,56.06,130.24,76.06,105.9,3.0,83.96,5.81,31.37,42.46,0.1011,54.36,50.21,1,burn_mark
B102048,M1,Day,9.4,231.26,60.42,119.57,67.74,112.2,16.98,85.86,4.7,9.09,22.02,0.0434,59.65,50.124,0,none
B102049,M2,Night,6.0,238.72,64.88,132.65,68.63,90.3,16.16,68.06,5.58,17.16,28.64,0.1239,54.93,50.75,1,burn_mark
B102050,M5,Day,6.4,252.45,55.55,120.67,87.59,144.6,16.94,55.41,5.55,17.44,29.34,0.06,57.43,49.357,0,none
B102051,M1,Evening,0.2,240.68,80.91,120.2,45.44,131.8,16.79,47.75,1.5,18.69,26.98,0.1476,60.19,49.804,0,none
B102052,M2,Evening,2.6,246.26,45.6,111.34,57.26,83.8,14.77,56.33,6.23,13.42,25.01,0.0387,46.7,49.608,1,burn_mark
B102053,M4,Day,5.1,222.91,48.94,141.34,31.39,120.6,12.96,62.9,5.78,17.21,30.07,0.0556,71.51,50.749,0,none
B102054,M2,Night,4.3,233.73,45.57,97.03,68.38,80.9,13.12,88.05,5.98,13.18,25.54,0.1629,53.53,49.414,1,burn_mark
B102055,M2,Day,7.5,247.21,70.63,124.52,72.72,153.6,12.16,88.23,5.22,25.37,37.34,0.0098,49.72,50.367,1,burn_mark
B102056,M5,Evening,9.3,226.12,63.02,117.28,45.07,160.4,12.4,81.52,5.57,12.82,23.67,0.0501,41.59,50.032,0,none
B102057,M2,Evening,16.1,244.65,49.56,131.73,81.53,118.6,6.76,84.76,5.76,15.26,27.46,0.0704,47.93,50.475,0,none
B102058,M1,Evening,6.9,242.33,46.36,119.69,49.22,98.7,9.14,61.51,5.91,12.68,24.59,0.0724,54.02,50.066,0,none
B102059,M1,Day,11.5,237.75,68.85,120.13,54.86,103.4,13.35,51.82,6.21,12.0,25.34,0.043,50.95,50.184,1,warpage
B102060,M5,Day,3.7,231.71,58.62,116.0,61.79,108.7,5.04,57.92,5.92,8.99,20.38,0.0911,68.27,48.816,0,none
B102061,M2,Day,0.3,225.14,69.1,140.9,83.91,117.3,5.97,45.58,8.27,19.36,35.67,0.006,46.1,50.02,0,none
B102062,M3,Day,5.6,252.75,54.4,120.04,47.13,154.3,12.66,56.63,4.41,12.64,23.39,0.1052,56.79,49.963,0,none
B102063,M1,Day,0.6,241.32,60.12,149.54,64.37,143.9,13.49,63.93,4.94,12.01,22.83,0.0781,38.74,50.753,0,none
B102064,M2,Night,7.1,238.41,58.0,124.08,71.62,144.3,12.75,72.0,8.04,11.18,24.98,0.0613,71.83,49.717,0,none
B102065,M5,Evening,3.9,230.87,48.76,120.33,68.53,124.3,4.48,71.63,5.27,17.52,28.78,0.0744,38.06,49.911,0,none
B102066,M3,Evening,0.0,235.38,53.56,117.82,69.08,91.2,20.21,61.72,6.9,16.11,28.38,0.0509,70.74,49.547,1,short_shot
B102067,M5,Day,13.9,236.65,43.16,128.46,71.42,100.7,8.26,76.83,5.7,16.13,28.5,0.0066,48.64,50.222,0,none
B102068,M2,Day,4.8,239.0,59.94,111.17,51.68,121.5,10.73,61.95,5.16,12.19,23.34,0.0278,27.65,49.922,0,none
B102069,M3,Evening,0.4,242.34,62.61,122.19,85.32,90.0,8.95,70.12,6.98,18.18,33.1,0.1183,63.52,50.147,0,none
B102070,M5,Day,10.6,227.18,64.9,120.12,58.33,127.6,19.2,56.68,6.28,12.69,24.53,0.0192,50.82,50.134,0,none
B102071,M2,Day,4.1,220.33,61.67,124.88,56.34,140.1,15.69,83.06,3.2,16.35,25.43,0.0473,45.47,50.017,1,burn_mark
B102072,M2,Evening,11.4,235.84,53.72,125.25,80.21,133.6,12.11,70.25,5.76,15.3,26.63,0.005,56.42,50.212,0,none
B102073,M5,Evening,4.1,217.53,70.52,126.03,50.54,132.6,11.83,78.15,4.01,7.56,19.43,0.0861,56.64,50.398,1,burn_mark
B102074,M2,Night,4.8,231.76,63.92,121.42,64.8,73.3,14.72,55.41,7.41,26.14,38.1,0.0349,54.15,49.685,0,none
B102075,M3,Day,8.4,229.91,68.89,143.53,49.16,153.3,9.01,72.09,8.13,18.87,33.1,0.0914,61.35,51.37,0,none
B102076,M5,Evening,9.4,239.92,69.51,126.34,97.79,80.8,15.52,76.87,8.31,16.9,31.52,0.0678,52.53,49.8,0,none
B102077,M1,Day,10.1,254.83,53.74,159.09,94.63,116.2,11.81,45.47,6.04,17.69,28.6,0.0913,56.5,50.686,0,none
B102078,M2,Day,6.6,215.55,58.88,120.75,58.35,135.5,16.08,84.02,4.81,26.26,39.71,0.041,44.78,50.134,1,burn_mark
B102079,M1,Evening,9.1,257.74,62.75,134.38,67.8,129.0,15.94,55.01,5.98,21.68,32.74,0.0495,57.66,49.976,1,burn_mark
B102080,M2,Day,10.0,232.67,43.51,109.11,60.08,88.1,11.63,72.53,4.09,17.74,27.87,0.0094,44.83,50.131,0,none
B102081,M1,Evening,7.8,238.48,43.73,141.01,54.77,92.5,5.79,91.45,9.02,12.46,29.16,0.35,38.75,51.127,1,burn_mark
B102082,M3,Evening,6.4,220.85,42.01,109.44,61.79,127.2,13.01,81.46,7.29,13.25,26.16,0.1406,47.94,49.835,1,burn_mark
B102083,M1,Day,1.2,244.97,53.92,126.84,59.39,132.8,8.2,52.12,5.96,6.98,19.08,0.0459,47.24,50.556,1,warpage
B102084,M3,Night,9.4,235.41,51.67,116.03,37.19,92.3,14.31,67.86,7.0,14.16,26.81,0.0497,59.28,50.148,0,none
B102085,M2,Evening,7.2,234.39,40.64,126.78,63.95,129.8,12.97,84.8,4.76,19.31,30.02,0.0203,35.47,50.465,0,none
B102086,M2,Night,5.3,215.63,56.49,116.48,59.37,82.1,11.65,60.2,3.84,19.17,30.09,0.1286,60.94,49.437,1,burn_mark
B102087,M2,Evening,12.1,235.74,54.04,108.16,64.68,135.6,8.82,65.68,2.18,19.08,26.84,0.018,43.77,49.171,0,none
B102088,M4,Night,1.3,243.46,66.82,115.93,58.84,97.9,18.75,65.35,5.62,13.42,22.39,0.0313,25.35,49.79,0,none
B102089,M2,Day,13.6,232.64,75.13,143.12,54.59,122.0,12.19,76.84,5.19,18.76,29.91,0.0512,37.93,50.796,1,short_shot
B102090,M2,Evening,6.9,246.74,59.56,127.01,73.12,117.8,23.41,51.56,6.28,20.12,32.46,0.0587,46.92,49.921,1,burn_mark
B102091,M5,Night,8.3,246.33,48.03,100.67,68.0,149.0,14.14,77.51,5.52,4.87,16.58,0.005,54.44,50.143,0,none
B102092,M3,Day,5.4,228.59,61.47,136.43,80.94,126.1,15.41,62.53,6.21,17.52,29.55,0.0814,48.67,50.363,1,short_shot
B102093,M1,Day,0.3,250.95,55.09,106.63,67.42,105.0,14.16,69.86,6.72,26.41,38.26,0.013,37.9,49.555,1,burn_mark
B102094,M5,Night,6.4,235.45,52.6,131.15,57.04,129.0,15.37,67.3,3.31,14.54,23.61,0.0843,42.21,50.309,0,none
B102095,M2,Evening,8.3,235.5,46.38,128.3,69.25,173.6,18.37,77.2,6.8,4.0,18.57,0.0773,38.07,50.798,1,warpage
B102096,M1,Evening,9.7,235.99,50.36,129.24,30.29,138.5,18.42,69.75,4.89,11.94,22.78,0.0947,52.59,49.981,0,none
B102097,M2,Evening,6.2,235.69,53.22,147.8,91.56,118.5,6.93,87.29,6.28,6.93,19.86,0.0552,49.09,50.795,0,none
B102098,M1,Night,0.0,208.7,63.04,107.57,64.12,99.2,17.42,81.87,7.03,12.83,24.83,0.0227,56.14,48.972,1,burn_mark
B102099,M1,Night,0.8,233.14,60.11,129.16,92.77,104.6,15.99,60.46,7.04,9.88,22.63,0.0989,32.3,50.584,1,warpage
B102100,M4,Evening,15.2,221.36,73.26,138.89,46.96,137.0,14.14,86.38,5.69,20.65,31.35,0.226,44.66,51.091,1,burn_mark
B102101,M1,Day,2.6,251.26,61.74,110.35,43.24,97.9,20.85,73.83,5.77,19.89,32.95,0.0099,70.29,50.025,1,burn_mark
B102102,M4,Day,12.7,250.86,59.24,108.81,65.49,120.1,21.01,72.04,6.84,17.71,29.0,0.0612,56.41,49.876,0,none
